USERNAME,ABOUT
jubair uthsob,"Jubair Uthsob Knows first-hand the overwhelm and frustration of creating a website.For the past five years, he has created some fantastic minimalistic modern Eye-catchy websites for his clients to beat their competitors. Jubair Uthsob graduated from Northwestern University in Khulna with a degree in Computer S&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Jubair Uthsob Knows first-hand the overwhelm and frustration of creating a website.For the past five years, he has created some fantastic minimalistic modern Eye-catchy websites for his clients to beat their competitors. Jubair Uthsob graduated from Northwestern University in Khulna with a degree in Computer Science and Engineering.Jubair Uthsob has his own company where he works with his clients, helping them build a perfect website that can boost their business.He is most active on her Facebook profile, where he publishes his completedprojects.He can also build a website from scratch using CSS,HTML, javascript,laravel, PHP.As a freelancer Completed 215+ Projects of 25 country's 82 client's at various marketplaces since 2016.Former Top Rated Web Developer & Lead expert @ Upwork (Level-2 seller) Fiverr, People Per Hour.Trained 50+ freelancers & They earned from various marketplaces.Write continuously great freelancing/fiverr/upwork /web /wordpress/ lead blogs for Expertise / Skill Sets.Jubair Uthsob Expert in:---------------------------------------WordPress & WooCommerce ECommerce & ShopifyBootstrap coded responsive PSD to HTML/BootstrapCustom Javascript designed custom pluginJquery Plugin integrationWiX & SquareSpacePSD TO HTML/ HTML TO WordPressHTML, CSS. BOOTSTRAP, JAVASCRIPT, JQUERY, WordPress Bug/ Error Fixing.Digital Marketing & Social Media Marketer(SMM)Google ads, Facebook ads, ecommerce marketing & Search Engine Marketing(SEM)Search Engine Optimisation (SEO), On page SEO & Off page SEO Affiliate Marketer & Amazon Affiliate ECommerce & Dropshipping  Website Maintenance & Website Optimization Website speed increase & SEO Virtual Assistant/ Web Researcher/ Data Entry Contact Me---------------------Email: jubairuthsob5@gmail.comPhone: 01747883217 (What's app)Website: www.JubairUthsob.comFacebook: https://www.facebook.com/Jubair-Uthsob-103334468906306 <span class='variable-text-link fake-link'> Read Less</span></div>"
Vlad Goncharov,None
Marcin Dutkiewicz,None
Asibul Asik,None
Vitali Zaharenko,None
Iryna Zinych,UX/UI Designer with 4+ years of experience.
Елшин Сергей,None
Olga Shapovalova,"Создам удобный, понятный и красивый дизайн для вашего сайта, лендинга, мобильного приложения."
Karyna Pashkova,Skype:karina.pashkova
YIIY Design,"I`m the one who know how to do it and how it should look like.My fields are: UI/UX, Product/Industrial Design and Art Direction.Please feel free to contact me if you want innovative approach to your project."
Diana Dubina,None
Liza Ulyanova,None
Alexander Komkov,Hello! I'm a UX/UI Designer from based in Moscow.I create modern sites in the style of minimalism.For commercial projects contact me here.
Tractorbeam ®,None
Ksenia Valkovskaya,None
Yury Belazor,None
Tsotne Kalandadze,None
Solar Digital,None
Kyle Redstone,6+ year of interface design. Have a project? Just let me know behance@solar-digital.com
Tatiana Mitrofanova,"Дизайнер-универсал с опытом более 5 лет в разных сферах дизайна.Занимаюсь оформлением лендингов, сайтов, веб-баннеров и созданием фирменного стиля.  Рисую векторные иллюстрации для веб, принтов и упаковки.Хотите привлечь внимание клиентов ярким и запоминающ&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Дизайнер-универсал с опытом более 5 лет в разных сферах дизайна.Занимаюсь оформлением лендингов, сайтов, веб-баннеров и созданием фирменного стиля.  Рисую векторные иллюстрации для веб, принтов и упаковки.Хотите привлечь внимание клиентов ярким и запоминающимся стилем? Тогда вам ко мне!Знание препресс и навыки копирайтинга прилагаются. тел.: +79898280894t4tiana.mitrofanova@yandex.ru <span class='variable-text-link fake-link'> Read Less</span></div>"
Alya Prigotska,Web UI/UX Design  |  Graphic Design  |  Logos & Branding  |  Illustration
Kirill Solar,"Web&mobile apps development, design, consulting, startups, investments, yachtingCheck our cases at https://solar-digital.com/portfolio"
Kyle Galle,None
Yakovlevv Design,"Hi. Your visit to this page speaks to the fact that you want to learn more about me. It is a pleasure to me, thank you for your interest. Check my Telegram Channel: https://t.me/yakovlevv_comBackground =============I took to designing in 2009. My first orders involved designing business cards, leaflets, and &#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi. Your visit to this page speaks to the fact that you want to learn more about me. It is a pleasure to me, thank you for your interest. Check my Telegram Channel: https://t.me/yakovlevv_comBackground =============I took to designing in 2009. My first orders involved designing business cards, leaflets, and other printed products. Ater several months, I designed my first website. To be honest, it was so-so. Any designer, looking at his/her first works, would prefer nobody to see them ever. But time was passing by, and I practiced a lot. After a while, I started doing works at a good level. 💼 Projects over 10 years =============Ten years have passed since then, and I had to do many projects of different complexity and specifics, including: ⚡ Multipage corporate websites. ⚡ Online stores. ⚡ Landing pages. ⚡ Web services. ⚡ Mobile apps. ⚡ Presentations. ⚡ Corporate identity. ⚡ Logos. Over this time I realized that I like web design, UX/UI, and mobile apps the most. These were the fields I was sharpening my skills in for the last several years. Please note that I am engaged exclusively in drafting and designing. I do not write texts, do not make layouts, and do not code. Although I have such experience. But I do not like it. I like designing. If you need a turnkey website, I won't help. But if you need professional and high-quality design - you are welcome, while I will provide you with contacts of layout designers and programmers, if necessary. 📅 Today =============At the moment, I work for the large Moscow advertising agency as an Art Director, and along with it, I do design projects beyond the agency employment. Among wide-known companies I provided design services to, are: ⚡ Suzuki. ⚡ Shell. ⚡ Toyota. ⚡ Lada. ⚡ Hexoral. ⚡ Nicorette. ⚡ Johnson & Johnson. ⚡ RZD. ⚡ Amway. In 2018, I have implemented 86 projects alone. On average, it makes one project per 4 days. The statistics shows that customers approved and accepted more than 90% of the projects. How many people can boast such performance? Not sure that a lot of. This is because I am really engaged in it for years, and offer both quality and promptness. Therefore if you want to get a project to make your business on the rise, contact me, I will be glad to be of help. <span class='variable-text-link fake-link'> Read Less</span></div>"
Lena Sitnikova ✪,None
Kristina Kravec,"Hi, my name is Kristina, I have been in my profession for 5 years. I am a product designer, I also had experience as a graphic designer. I'm a fan of my work. My case is a vivid example of how a favorite hobby turned into a favorite job. Constantly learning from experts: Skill Box, Udemy, Art. Lebedev, Uprock, etc&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi, my name is Kristina, I have been in my profession for 5 years. I am a product designer, I also had experience as a graphic designer. I'm a fan of my work. My case is a vivid example of how a favorite hobby turned into a favorite job. Constantly learning from experts: Skill Box, Udemy, Art. Lebedev, Uprock, etc. I attend seminars, follow trends and put my skills into practice every day.Technology stack:- Figma- Adobe Illustrator- Adobe Photoshop- Tilda- Procreate- Sketch- Freehand sketches and illustrationsBasic skills:- Interactive prototyping- Creation of UI-Kit - Design systems- Visual communication- Understanding the basics of composition- Working with color- Working with typography- Create illustrations- Retouching (subject retouching, post-processing, color correction)- Experience working with people, companies and private clientsThank you for your attention! <span class='variable-text-link fake-link'> Read Less</span></div>"
Aleksei Iakovlev,"Hi, I'm Aleksei!Freelance designer focused on visual and web design. I’m into creating brand identities and helping clients find their look.Open for new creative projects!"
Serena Studio,"Estudio de branding de Barcelona. Nuestro lenguaje visual se centra en la síntesis, los detalles y los colores neutros."
Fahim Designer,None
Анна Пономарева,None
Ekaterina Kovalevskaya,None
UXI COMPANY,"We are engaged in business packaging and develop sales tools in the format of conversion and corporate sites, quizzes, marketplaces.Over the entire journey, we managed to learn from the experience of promoting clients from Singapore, the USA (Boston), Turkey and the CIS countries."
CheolGyu Lim,"Branding, UI/UX, Visual Art, Illust, Graphic Designcgoxim@gmail.comhttps://dribbble.com/cgox"
